chromosome,position_start,position_end,category,TranscriptID,GeneID,GeneSymbol
chr1,150704848,150737136,alter_trans_start/end,ENST00000480760.1,ENSG00000163131.6,CTSS
chr1,150704848,150737136,alter_trans_start/end,ENST00000483930.1,ENSG00000163131.6,CTSS
chr1,150704848,150737136,alter_trans_start/end,ENST00000607427.1,ENSG00000163131.6,CTSS
chr1,152883338,152883540,intron_retention,ENST00000368764.3,ENSG00000163207.5,IVL
chr1,152883338,152883540,intron_retention,ENST00000392667.2,ENSG00000163207.5,IVL
chr1,155597518,155599143,intron_retention,ENST00000452804.2,ENSG00000125459.10,MSTO1
chr1,155597518,155599143,intron_retention,ENST00000500626.2,ENSG00000246203.2,RP11-29H23.5
chr1,155597518,155599143,intron_retention,ENST00000538143.1,ENSG00000125459.10,MSTO1
chr1,155597518,155599143,intron_retention,ENST00000538914.1,ENSG00000203761.4,MSTO2P
chr1,1558956,1560175,alter_trans_start/end,ENST00000355826.5,ENSG00000197530.8,MIB2
chr1,1558956,1560175,alter_trans_start/end,ENST00000357210.4,ENSG00000197530.8,MIB2
chr1,1558956,1560175,alter_trans_start/end,ENST00000360522.4,ENSG00000197530.8,MIB2
chr1,1558956,1560175,alter_trans_start/end,ENST00000378708.1,ENSG00000197530.8,MIB2
chr1,1558956,1560175,alter_trans_start/end,ENST00000378710.3,ENSG00000197530.8,MIB2
chr1,1558956,1560175,alter_trans_start/end,ENST00000378712.1,ENSG00000197530.8,MIB2
chr1,1558956,1560175,alter_trans_start/end,ENST00000467597.1,ENSG00000197530.8,MIB2
chr1,1558956,1560175,alter_trans_start/end,ENST00000479659.1,ENSG00000197530.8,MIB2
chr1,1558956,1560175,alter_trans_start/end,ENST00000487053.1,ENSG00000197530.8,MIB2
chr1,1558956,1560175,alter_trans_start/end,ENST00000489635.1,ENSG00000197530.8,MIB2
chr1,1558956,1560175,alter_trans_start/end,ENST00000502470.1,ENSG00000197530.8,MIB2
chr1,1558956,1560175,alter_trans_start/end,ENST00000503789.1,ENSG00000197530.8,MIB2
chr1,1558956,1560175,alter_trans_start/end,ENST00000504599.1,ENSG00000197530.8,MIB2
chr1,1558956,1560175,alter_trans_start/end,ENST00000505820.2,ENSG00000197530.8,MIB2
chr1,1558956,1560175,alter_trans_start/end,ENST00000506488.1,ENSG00000197530.8,MIB2
chr1,1558956,1560175,alter_trans_start/end,ENST00000507229.1,ENSG00000197530.8,MIB2
chr1,1558956,1560175,alter_trans_start/end,ENST00000508455.1,ENSG00000197530.8,MIB2
chr1,1558956,1560175,alter_trans_start/end,ENST00000510793.1,ENSG00000197530.8,MIB2
chr1,1558956,1560175,alter_trans_start/end,ENST00000511502.1,ENSG00000197530.8,MIB2
chr1,1558956,1560175,alter_trans_start/end,ENST00000512004.1,ENSG00000197530.8,MIB2
chr1,1558956,1560175,alter_trans_start/end,ENST00000514234.1,ENSG00000197530.8,MIB2
chr1,1558956,1560175,alter_trans_start/end,ENST00000514363.1,ENSG00000197530.8,MIB2
chr1,1558956,1560175,alter_trans_start/end,ENST00000518681.1,ENSG00000197530.8,MIB2
chr1,1558956,1560175,alter_trans_start/end,ENST00000520777.1,ENSG00000197530.8,MIB2
chr1,1560281,1560371,intron_retention,ENST00000355826.5,ENSG00000197530.8,MIB2
chr1,1560281,1560371,intron_retention,ENST00000357210.4,ENSG00000197530.8,MIB2
chr1,1560281,1560371,intron_retention,ENST00000360522.4,ENSG00000197530.8,MIB2
chr1,1560281,1560371,intron_retention,ENST00000378708.1,ENSG00000197530.8,MIB2
chr1,1560281,1560371,intron_retention,ENST00000378710.3,ENSG00000197530.8,MIB2
chr1,1560281,1560371,intron_retention,ENST00000378712.1,ENSG00000197530.8,MIB2
chr1,1560281,1560371,intron_retention,ENST00000467597.1,ENSG00000197530.8,MIB2
chr1,1560281,1560371,intron_retention,ENST00000479659.1,ENSG00000197530.8,MIB2
chr1,1560281,1560371,intron_retention,ENST00000487053.1,ENSG00000197530.8,MIB2
chr1,1560281,1560371,intron_retention,ENST00000489635.1,ENSG00000197530.8,MIB2
chr1,1560281,1560371,intron_retention,ENST00000504599.1,ENSG00000197530.8,MIB2
chr1,1560281,1560371,intron_retention,ENST00000505820.2,ENSG00000197530.8,MIB2
chr1,1560281,1560371,intron_retention,ENST00000506488.1,ENSG00000197530.8,MIB2
chr1,1560281,1560371,intron_retention,ENST00000507229.1,ENSG00000197530.8,MIB2
chr1,1560281,1560371,intron_retention,ENST00000511502.1,ENSG00000197530.8,MIB2
chr1,1560281,1560371,intron_retention,ENST00000514234.1,ENSG00000197530.8,MIB2
chr1,1560281,1560371,intron_retention,ENST00000514363.1,ENSG00000197530.8,MIB2
chr1,1560281,1560371,intron_retention,ENST00000518681.1,ENSG00000197530.8,MIB2
chr1,1560281,1560371,intron_retention,ENST00000520777.1,ENSG00000197530.8,MIB2
chr1,1560565,1560666,intron_retention,ENST00000355826.5,ENSG00000197530.8,MIB2
chr1,1560565,1560666,intron_retention,ENST00000357210.4,ENSG00000197530.8,MIB2
chr1,1560565,1560666,intron_retention,ENST00000360522.4,ENSG00000197530.8,MIB2
chr1,1560565,1560666,intron_retention,ENST00000378708.1,ENSG00000197530.8,MIB2
chr1,1560565,1560666,intron_retention,ENST00000378710.3,ENSG00000197530.8,MIB2
chr1,1560565,1560666,intron_retention,ENST00000378712.1,ENSG00000197530.8,MIB2
chr1,1560565,1560666,intron_retention,ENST00000467597.1,ENSG00000197530.8,MIB2
chr1,1560565,1560666,intron_retention,ENST00000479659.1,ENSG00000197530.8,MIB2
chr1,1560565,1560666,intron_retention,ENST00000487053.1,ENSG00000197530.8,MIB2
chr1,1560565,1560666,intron_retention,ENST00000489635.1,ENSG00000197530.8,MIB2
chr1,1560565,1560666,intron_retention,ENST00000504599.1,ENSG00000197530.8,MIB2
chr1,1560565,1560666,intron_retention,ENST00000505820.2,ENSG00000197530.8,MIB2
chr1,1560565,1560666,intron_retention,ENST00000506488.1,ENSG00000197530.8,MIB2
chr1,1560565,1560666,intron_retention,ENST00000507229.1,ENSG00000197530.8,MIB2
chr1,1560565,1560666,intron_retention,ENST00000508148.1,ENSG00000197530.8,MIB2
chr1,1560565,1560666,intron_retention,ENST00000511502.1,ENSG00000197530.8,MIB2
chr1,1560565,1560666,intron_retention,ENST00000514234.1,ENSG00000197530.8,MIB2
chr1,1560565,1560666,intron_retention,ENST00000518681.1,ENSG00000197530.8,MIB2
chr1,1560565,1560666,intron_retention,ENST00000520777.1,ENSG00000197530.8,MIB2
chr1,158801179,158818980,alter_trans_start/end,ENST00000368141.4,ENSG00000163563.7,MNDA
chr1,158801179,158818980,alter_trans_start/end,ENST00000438394.1,ENSG00000163563.7,MNDA
chr1,158801179,158818980,alter_trans_start/end,ENST00000491210.1,ENSG00000163563.7,MNDA
chr1,160719883,160724658,alter_trans_start/end,ENST00000359331.4,ENSG00000026751.12,SLAMF7
chr1,160719883,160724658,alter_trans_start/end,ENST00000368042.3,ENSG00000026751.12,SLAMF7
chr1,160719883,160724658,alter_trans_start/end,ENST00000368043.3,ENSG00000026751.12,SLAMF7
chr1,160719883,160724658,alter_trans_start/end,ENST00000441662.2,ENSG00000026751.12,SLAMF7
chr1,160719883,160724658,alter_trans_start/end,ENST00000444090.2,ENSG00000026751.12,SLAMF7
chr1,160719883,160724658,alter_trans_start/end,ENST00000458104.2,ENSG00000026751.12,SLAMF7
chr1,160719883,160724658,alter_trans_start/end,ENST00000458602.2,ENSG00000026751.12,SLAMF7
chr1,160719883,160724658,alter_trans_start/end,ENST00000484221.1,ENSG00000026751.12,SLAMF7
chr1,160719883,160724658,alter_trans_start/end,ENST00000495334.1,ENSG00000026751.12,SLAMF7
chr1,162257226,162325024,alter_trans_start/end,ENST00000361897.5,ENSG00000198929.8,NOS1AP
chr1,162257226,162325024,alter_trans_start/end,ENST00000384996.1,ENSG00000207729.1,MIR556
chr1,162257226,162325024,alter_trans_start/end,ENST00000430120.3,ENSG00000198929.8,NOS1AP
chr1,162257226,162325024,alter_trans_start/end,ENST00000447899.1,ENSG00000227094.1,RP11-565P22.2
chr1,162257226,162325024,alter_trans_start/end,ENST00000516453.1,ENSG00000252262.1,RNA5SP61
chr1,162257226,162325024,alter_trans_start/end,ENST00000530878.1,ENSG00000198929.8,NOS1AP
chr1,16693803,16719726,exon_skipping,ENST00000375590.3,ENSG00000055070.12,SZRD1
chr1,16693803,16719726,exon_skipping,ENST00000401088.4,ENSG00000055070.12,SZRD1
chr1,16693803,16719726,exon_skipping,ENST00000401089.3,ENSG00000055070.12,SZRD1
chr1,16693803,16719726,exon_skipping,ENST00000445689.1,ENSG00000226457.1,RP11-430L17.1
chr1,16693803,16719726,exon_skipping,ENST00000471507.1,ENSG00000055070.12,SZRD1
chr1,16693803,16719726,exon_skipping,ENST00000472351.1,ENSG00000055070.12,SZRD1
chr1,16693803,16719726,exon_skipping,ENST00000472461.1,ENSG00000055070.12,SZRD1
chr1,16693803,16719726,exon_skipping,ENST00000475078.1,ENSG00000055070.12,SZRD1
chr1,16693803,16719726,exon_skipping,ENST00000475554.1,ENSG00000055070.12,SZRD1
chr1,16693803,16719726,exon_skipping,ENST00000476423.1,ENSG00000055070.12,SZRD1
chr1,16693803,16719726,exon_skipping,ENST00000486763.1,ENSG00000055070.12,SZRD1
chr1,16693803,16719726,exon_skipping,ENST00000491418.1,ENSG00000187144.7,SPATA21
chr1,16693803,16719726,exon_skipping,ENST00000492354.1,ENSG00000055070.12,SZRD1
chr1,16693803,16724640,alter_trans_start/end,ENST00000375590.3,ENSG00000055070.12,SZRD1
chr1,16693803,16724640,alter_trans_start/end,ENST00000401088.4,ENSG00000055070.12,SZRD1
chr1,16693803,16724640,alter_trans_start/end,ENST00000401089.3,ENSG00000055070.12,SZRD1
chr1,16693803,16724640,alter_trans_start/end,ENST00000445689.1,ENSG00000226457.1,RP11-430L17.1
chr1,16693803,16724640,alter_trans_start/end,ENST00000466212.1,ENSG00000187144.7,SPATA21
chr1,16693803,16724640,alter_trans_start/end,ENST00000471507.1,ENSG00000055070.12,SZRD1
chr1,16693803,16724640,alter_trans_start/end,ENST00000472351.1,ENSG00000055070.12,SZRD1
chr1,16693803,16724640,alter_trans_start/end,ENST00000472461.1,ENSG00000055070.12,SZRD1
chr1,16693803,16724640,alter_trans_start/end,ENST00000475078.1,ENSG00000055070.12,SZRD1
chr1,16693803,16724640,alter_trans_start/end,ENST00000475554.1,ENSG00000055070.12,SZRD1
chr1,16693803,16724640,alter_trans_start/end,ENST00000476423.1,ENSG00000055070.12,SZRD1
chr1,16693803,16724640,alter_trans_start/end,ENST00000486763.1,ENSG00000055070.12,SZRD1
chr1,16693803,16724640,alter_trans_start/end,ENST00000491418.1,ENSG00000187144.7,SPATA21
chr1,16693803,16724640,alter_trans_start/end,ENST00000492354.1,ENSG00000055070.12,SZRD1
chr1,16721565,16721616,intron_retention,ENST00000375590.3,ENSG00000055070.12,SZRD1
chr1,16721565,16721616,intron_retention,ENST00000401088.4,ENSG00000055070.12,SZRD1
chr1,16721565,16721616,intron_retention,ENST00000401089.3,ENSG00000055070.12,SZRD1
chr1,16721565,16721616,intron_retention,ENST00000471507.1,ENSG00000055070.12,SZRD1
chr1,16721565,16721616,intron_retention,ENST00000472351.1,ENSG00000055070.12,SZRD1
chr1,16721565,16721616,intron_retention,ENST00000472461.1,ENSG00000055070.12,SZRD1
chr1,16721565,16721616,intron_retention,ENST00000475554.1,ENSG00000055070.12,SZRD1
chr1,16721565,16721616,intron_retention,ENST00000486763.1,ENSG00000055070.12,SZRD1
chr1,16721565,16721616,intron_retention,ENST00000491418.1,ENSG00000187144.7,SPATA21
chr1,16721565,16721616,intron_retention,ENST00000492354.1,ENSG00000055070.12,SZRD1
chr1,16722807,16723053,intron_retention,ENST00000401088.4,ENSG00000055070.12,SZRD1
chr1,16722807,16723053,intron_retention,ENST00000401089.3,ENSG00000055070.12,SZRD1
chr1,16722807,16723053,intron_retention,ENST00000466212.1,ENSG00000187144.7,SPATA21
chr1,16722807,16723053,intron_retention,ENST00000491418.1,ENSG00000187144.7,SPATA21
chr1,16722807,16723053,intron_retention,ENST00000492354.1,ENSG00000055070.12,SZRD1
chr1,171238225,171249966,alter_trans_start/end,ENST00000354841.4,ENSG00000010932.11,FMO1
chr1,171238225,171249966,alter_trans_start/end,ENST00000367750.3,ENSG00000010932.11,FMO1
chr1,171238225,171249966,alter_trans_start/end,ENST00000402921.2,ENSG00000010932.11,FMO1
chr1,171238225,171249966,alter_trans_start/end,ENST00000413899.1,ENSG00000230547.1,HMGB1P11
chr1,171238225,171249966,alter_trans_start/end,ENST00000433267.1,ENSG00000010932.11,FMO1
chr1,171238225,171249966,alter_trans_start/end,ENST00000459868.1,ENSG00000010932.11,FMO1
chr1,171238225,171249966,alter_trans_start/end,ENST00000469112.1,ENSG00000010932.11,FMO1
chr1,171238225,171249966,alter_trans_start/end,ENST00000472893.1,ENSG00000010932.11,FMO1
chr1,171251127,171252283,alter_trans_start/end,ENST00000354841.4,ENSG00000010932.11,FMO1
chr1,171251127,171252283,alter_trans_start/end,ENST00000367750.3,ENSG00000010932.11,FMO1
chr1,171251127,171252283,alter_trans_start/end,ENST00000402921.2,ENSG00000010932.11,FMO1
chr1,171251127,171252283,alter_trans_start/end,ENST00000469112.1,ENSG00000010932.11,FMO1
chr1,171251127,171252283,alter_trans_start/end,ENST00000469711.1,ENSG00000010932.11,FMO1
chr1,171251127,171252283,alter_trans_start/end,ENST00000472893.1,ENSG00000010932.11,FMO1
chr1,171252355,171254592,alter_trans_start/end,ENST00000354841.4,ENSG00000010932.11,FMO1
chr1,171252355,171254592,alter_trans_start/end,ENST00000367750.3,ENSG00000010932.11,FMO1
chr1,171252355,171254592,alter_trans_start/end,ENST00000402921.2,ENSG00000010932.11,FMO1
chr1,171252355,171254592,alter_trans_start/end,ENST00000469112.1,ENSG00000010932.11,FMO1
chr1,171252355,171254592,alter_trans_start/end,ENST00000469711.1,ENSG00000010932.11,FMO1
chr1,174090880,174124766,alter_trans_start/end,ENST00000419983.1,ENSG00000227373.1,RP11-160H22.5
chr1,174090880,174124766,alter_trans_start/end,ENST00000426899.1,ENSG00000227373.1,RP11-160H22.5
chr1,174090880,174124766,alter_trans_start/end,ENST00000430592.1,ENSG00000227373.1,RP11-160H22.5
chr1,174090880,174124766,alter_trans_start/end,ENST00000454467.1,ENSG00000227373.1,RP11-160H22.5
chr1,179262878,179304641,alter_trans_start/end,ENST00000367619.3,ENSG00000057252.8,SOAT1
chr1,179262878,179304641,alter_trans_start/end,ENST00000426956.1,ENSG00000057252.8,SOAT1
chr1,179262878,179304641,alter_trans_start/end,ENST00000535686.1,ENSG00000057252.8,SOAT1
chr1,179262878,179304641,alter_trans_start/end,ENST00000539888.1,ENSG00000057252.8,SOAT1
chr1,179262878,179304641,alter_trans_start/end,ENST00000540564.1,ENSG00000057252.8,SOAT1
chr1,192544413,192545415,alter_trans_start/end,ENST00000367459.3,ENSG00000090104.7,RGS1
chr1,192544413,192545415,alter_trans_start/end,ENST00000462589.1,ENSG00000090104.7,RGS1
chr1,192544413,192545415,alter_trans_start/end,ENST00000469578.2,ENSG00000090104.7,RGS1
chr1,192544413,192545415,alter_trans_start/end,ENST00000474373.1,ENSG00000090104.7,RGS1
chr1,192544413,192545415,alter_trans_start/end,ENST00000498352.1,ENSG00000090104.7,RGS1
chr1,192544413,192545415,alter_trans_start/end,ENST00000583155.1,ENSG00000090104.7,RGS1
chr1,193070334,193074740,alter_trans_start/end,ENST00000367439.3,ENSG00000023572.4,GLRX2
chr1,193070334,193074740,alter_trans_start/end,ENST00000367440.3,ENSG00000023572.4,GLRX2
chr1,193070334,193074740,alter_trans_start/end,ENST00000472197.1,ENSG00000023572.4,GLRX2
chr1,197890749,197896721,alter_trans_start/end,ENST00000337020.2,ENSG00000143355.11,LHX9
chr1,197890749,197896721,alter_trans_start/end,ENST00000367387.4,ENSG00000143355.11,LHX9
chr1,197890749,197896721,alter_trans_start/end,ENST00000367390.3,ENSG00000143355.11,LHX9
chr1,197890749,197896721,alter_trans_start/end,ENST00000367391.1,ENSG00000143355.11,LHX9
chr1,197890749,197896721,alter_trans_start/end,ENST00000561173.1,ENSG00000143355.11,LHX9
chr1,201434022,201434189,intron_retention,ENST00000430471.1,ENSG00000224818.1,RP11-134G8.8
chr1,201869879,201915457,alter_trans_start/end,ENST00000367288.4,ENSG00000163431.11,LMOD1
chr1,205631254,205632042,alter_trans_start/end,ENST00000367145.3,ENSG00000158715.5,SLC45A3
chr1,205631254,205632042,alter_trans_start/end,ENST00000460934.1,ENSG00000158715.5,SLC45A3
chr1,208061268,208062883,exon_skipping,ENST00000310833.7,ENSG00000174059.12,CD34
