SAMPLE_ID,GENOMIC,5_FPG_GENE_NAME,5_FRAME,3_FPG_GENE_NAME,3_FRAME,DRIVER_PROB
R1506023213_S7_L004_.non-rRNA.P.Chimeric.out.junction,chr1:183072512>chr12:53298696,LAMC1,2,KRT8,1,0.4118181439011695
R1506023213_S7_L004_.non-rRNA.P.Chimeric.out.junction,chr1:241793105>chr1:159889569,CHML,0,TAGLN2,0,0.0389342548627569
R1506023213_S7_L004_.non-rRNA.P.Chimeric.out.junction,chr14:103806850>chr7:30634760,EIF5,2,GARS,0,8.669742494368183E-4
R1506023213_S7_L004_.non-rRNA.P.Chimeric.out.junction,chr9:136218240>chr7:107615689,RPL7A,0,LAMB1,0,5.823401493587683E-4
R1506023213_S7_L004_.non-rRNA.P.Chimeric.out.junction,chrX:119760515>chr2:58453865,C1GALT1C1,0,FANCL,1,0.29803705711252504
R1506023213_S7_L004_.non-rRNA.P.Chimeric.out.junction,chr21:27543007>chr11:61734936,APP,0,FTH1,0,0.13273800421583754
R1506023213_S7_L004_.non-rRNA.P.Chimeric.out.junction,chr11:17537838>chr11:17131978,USH1C,2,PIK3C2A,1,0.22551650301194862
R1506023213_S7_L004_.non-rRNA.P.Chimeric.out.junction,chr22:19163663>chr20:5170911,SLC25A1,2,CDS2,0,0.07933036989565165
R1506023213_S7_L004_.non-rRNA.P.Chimeric.out.junction,chr19:46029206>chr11:77054916,VASP,2,PAK1,1,0.9995209874070641
R1506023213_S7_L004_.non-rRNA.P.Chimeric.out.junction,chr10:73588694>chr17:33336992,PSAP,0,RFFL,0,0.9446987048557939
R1506023213_S7_L004_.non-rRNA.P.Chimeric.out.junction,chr21:40883638>chr7:73774607,SH3BGR,1,CLIP2,0,0.06435662436097211
R1506023213_S7_L004_.non-rRNA.P.Chimeric.out.junction,chr6:44218033>chr14:23794512,HSP90AB1,2,PABPN1,0,0.0021729508701566528
R1506023213_S7_L004_.non-rRNA.P.Chimeric.out.junction,chr8:96166258>chr8:66620247,PLEKHF2,0,MTFR1,0,0.010144639346381648
R1506023213_S7_L004_.non-rRNA.P.Chimeric.out.junction,chr19:2248159>chr2:217366092,SF3A2,0,RPL37A,0,0.11306066410554626
