chromosome,position_start,position_end,category,TranscriptID,GeneID,GeneSymbol
chr1,143465438,143467662,alter_trans_start/end,ENST00000443766.3,ENSG00000185044.10,RP11-435B5.4
chr1,144191577,144193831,alter_trans_start/end,ENST00000356801.6,ENSG00000162825.12,NBPF8
chr1,144191577,144193831,alter_trans_start/end,ENST00000369365.3,ENSG00000162825.12,NBPF8
chr1,144191577,144193831,alter_trans_start/end,ENST00000369372.4,ENSG00000162825.12,NBPF8
chr1,144196339,144198591,alter_trans_start/end,ENST00000356801.6,ENSG00000162825.12,NBPF8
chr1,144196339,144198591,alter_trans_start/end,ENST00000369365.3,ENSG00000162825.12,NBPF8
chr1,144196339,144198591,alter_trans_start/end,ENST00000369372.4,ENSG00000162825.12,NBPF8
chr1,145472667,145475741,alter_trans_start/end,ENST00000323397.4,ENSG00000181039.7,ANKRD34A
chr1,147916851,147917203,intron_retention,ENST00000381475.3,ENSG00000215863.2,RP11-495P10.2
chr1,149091630,149092272,alter_trans_start/end,ENST00000401087.3,ENSG00000179571.9,NBPF23
chr1,149673321,149673511,intron_retention,ENST00000443602.2,ENSG00000223759.2,RP11-353N4.4
chr1,149673321,149673511,intron_retention,ENST00000608683.1,ENSG00000234232.2,RP11-353N4.5
chr1,152080547,152080932,intron_retention,ENST00000368804.1,ENSG00000159450.8,TCHH
chr1,152082167,152082258,intron_retention,ENST00000368804.1,ENSG00000159450.8,TCHH
chr1,152083938,152084206,intron_retention,ENST00000368804.1,ENSG00000159450.8,TCHH
chr1,152956601,152957688,exon_skipping,ENST00000307122.2,ENSG00000169474.3,SPRR1A
chr1,153363033,153363537,alter_trans_start/end,ENST00000368732.1,ENSG00000143546.5,S100A8
chr1,153363033,153363537,alter_trans_start/end,ENST00000368733.3,ENSG00000143546.5,S100A8
chr1,153363033,153363537,alter_trans_start/end,ENST00000477801.1,ENSG00000143546.5,S100A8
chr1,157043782,157043832,intron_retention,ENST00000414328.2,ENSG00000224520.2,KRT8P45
chr1,160144620,160168743,alter_trans_start/end,ENST00000368078.3,ENSG00000143318.8,CASQ1
chr1,160144620,160168743,alter_trans_start/end,ENST00000368079.3,ENSG00000143318.8,CASQ1
chr1,160144620,160168743,alter_trans_start/end,ENST00000368081.4,ENSG00000132681.12,ATP1A4
chr1,160144620,160168743,alter_trans_start/end,ENST00000418334.1,ENSG00000132681.12,ATP1A4
chr1,160144620,160168743,alter_trans_start/end,ENST00000466526.1,ENSG00000132681.12,ATP1A4
chr1,160144620,160168743,alter_trans_start/end,ENST00000467691.1,ENSG00000143318.8,CASQ1
chr1,160144620,160168743,alter_trans_start/end,ENST00000469023.1,ENSG00000132681.12,ATP1A4
chr1,160144620,160168743,alter_trans_start/end,ENST00000470705.1,ENSG00000132681.12,ATP1A4
chr1,160144620,160168743,alter_trans_start/end,ENST00000477338.1,ENSG00000132681.12,ATP1A4
chr1,160144620,160168743,alter_trans_start/end,ENST00000481081.1,ENSG00000143318.8,CASQ1
chr1,161696580,161697037,alter_trans_start/end,ENST00000336830.5,ENSG00000162746.10,FCRLB
chr1,161696580,161697037,alter_trans_start/end,ENST00000367944.3,ENSG00000162746.10,FCRLB
chr1,161696580,161697037,alter_trans_start/end,ENST00000367945.1,ENSG00000162746.10,FCRLB
chr1,161696580,161697037,alter_trans_start/end,ENST00000367946.3,ENSG00000162746.10,FCRLB
chr1,161696580,161697037,alter_trans_start/end,ENST00000367948.2,ENSG00000162746.10,FCRLB
chr1,161696580,161697037,alter_trans_start/end,ENST00000392158.1,ENSG00000162746.10,FCRLB
chr1,161696580,161697037,alter_trans_start/end,ENST00000495397.1,ENSG00000162746.10,FCRLB
chr1,1631953,1632346,intron_retention,ENST00000234610.5,ENSG00000215914.3,MMP23A
chr1,1631953,1632346,intron_retention,ENST00000412810.2,ENSG00000215914.3,MMP23A
chr1,16543104,16544372,alter_trans_start/end,ENST00000442385.1,ENSG00000237276.4,ANO7P1
chr1,16543104,16544372,alter_trans_start/end,ENST00000475369.1,ENSG00000237276.4,ANO7P1
chr1,16543104,16544372,alter_trans_start/end,ENST00000602586.1,ENSG00000237276.4,ANO7P1
chr1,166877285,166887029,alter_trans_start/end,ENST00000271417.3,ENSG00000143195.8,ILDR2
chr1,166877285,166887029,alter_trans_start/end,ENST00000414590.1,ENSG00000237096.1,RP4-782G3.1
chr1,167787505,167788515,alter_trans_start/end,ENST00000367848.1,ENSG00000143199.13,ADCY10
chr1,167787505,167788515,alter_trans_start/end,ENST00000367851.4,ENSG00000143199.13,ADCY10
chr1,167787505,167788515,alter_trans_start/end,ENST00000485964.1,ENSG00000143199.13,ADCY10
chr1,167787505,167788515,alter_trans_start/end,ENST00000545172.1,ENSG00000143199.13,ADCY10
chr1,167789799,167791294,alter_trans_start/end,ENST00000367848.1,ENSG00000143199.13,ADCY10
chr1,167789799,167791294,alter_trans_start/end,ENST00000367851.4,ENSG00000143199.13,ADCY10
chr1,167789799,167791294,alter_trans_start/end,ENST00000451545.1,ENSG00000232194.1,RP1-313L4.3
chr1,167789799,167791294,alter_trans_start/end,ENST00000485964.1,ENSG00000143199.13,ADCY10
chr1,167789799,167791294,alter_trans_start/end,ENST00000545172.1,ENSG00000143199.13,ADCY10
chr1,17087368,17087543,alter_trans_start/end,ENST00000389184.2,ENSG00000186715.6,MST1L
chr1,17087368,17087543,alter_trans_start/end,ENST00000442552.3,ENSG00000186715.6,MST1L
chr1,17087368,17087543,alter_trans_start/end,ENST00000466256.2,ENSG00000058453.12,CROCC
chr1,17087368,17087543,alter_trans_start/end,ENST00000545160.1,ENSG00000186715.6,MST1L
chr1,172425629,172434439,exon_skipping,ENST00000367725.4,ENSG00000180999.6,C1orf105
chr1,172425629,172434439,exon_skipping,ENST00000367726.1,ENSG00000180999.6,C1orf105
chr1,172425629,172434439,exon_skipping,ENST00000367727.4,ENSG00000180999.6,C1orf105
chr1,172425629,172434439,exon_skipping,ENST00000488100.2,ENSG00000180999.6,C1orf105
chr1,174090784,174124765,alter_trans_start/end,ENST00000419983.1,ENSG00000227373.1,RP11-160H22.5
chr1,174090784,174124765,alter_trans_start/end,ENST00000426899.1,ENSG00000227373.1,RP11-160H22.5
chr1,174090784,174124765,alter_trans_start/end,ENST00000430592.1,ENSG00000227373.1,RP11-160H22.5
chr1,174090784,174124765,alter_trans_start/end,ENST00000454467.1,ENSG00000227373.1,RP11-160H22.5
chr1,174090784,174124766,alter_trans_start/end,ENST00000419983.1,ENSG00000227373.1,RP11-160H22.5
chr1,174090784,174124766,alter_trans_start/end,ENST00000426899.1,ENSG00000227373.1,RP11-160H22.5
chr1,174090784,174124766,alter_trans_start/end,ENST00000430592.1,ENSG00000227373.1,RP11-160H22.5
chr1,174090784,174124766,alter_trans_start/end,ENST00000454467.1,ENSG00000227373.1,RP11-160H22.5
chr1,174090924,174124765,exon_skipping,ENST00000419983.1,ENSG00000227373.1,RP11-160H22.5
chr1,174090924,174124765,exon_skipping,ENST00000426899.1,ENSG00000227373.1,RP11-160H22.5
chr1,174090924,174124765,exon_skipping,ENST00000430592.1,ENSG00000227373.1,RP11-160H22.5
chr1,174090924,174124765,exon_skipping,ENST00000454467.1,ENSG00000227373.1,RP11-160H22.5
chr1,174128128,174128302,intron_retention,ENST00000419983.1,ENSG00000227373.1,RP11-160H22.5
chr1,174128128,174128302,intron_retention,ENST00000426899.1,ENSG00000227373.1,RP11-160H22.5
chr1,174128128,174128302,intron_retention,ENST00000430592.1,ENSG00000227373.1,RP11-160H22.5
chr1,174128128,174128302,intron_retention,ENST00000454467.1,ENSG00000227373.1,RP11-160H22.5
chr1,180528165,180531340,alter_trans_start/end,ENST00000442621.1,ENSG00000236719.2,RP11-522D2.1
chr1,180829936,180841971,alter_trans_start/end,ENST00000367589.3,ENSG00000143324.9,XPR1
chr1,180829936,180841971,alter_trans_start/end,ENST00000367590.4,ENSG00000143324.9,XPR1
chr1,180829936,180841971,alter_trans_start/end,ENST00000464817.1,ENSG00000143324.9,XPR1
chr1,180829936,180841971,alter_trans_start/end,ENST00000498177.1,ENSG00000143324.9,XPR1
chr1,197170718,197171319,intron_retention,ENST00000535699.1,ENSG00000134376.10,CRB1
chr1,197170718,197184989,alter_trans_start/end,ENST00000535699.1,ENSG00000134376.10,CRB1
chr1,197881569,197887009,alter_trans_start/end,ENST00000337020.2,ENSG00000143355.11,LHX9
chr1,197881569,197887009,alter_trans_start/end,ENST00000367387.4,ENSG00000143355.11,LHX9
chr1,197881569,197887009,alter_trans_start/end,ENST00000367388.3,ENSG00000143355.11,LHX9
chr1,197881569,197887009,alter_trans_start/end,ENST00000367390.3,ENSG00000143355.11,LHX9
chr1,197881569,197887009,alter_trans_start/end,ENST00000367391.1,ENSG00000143355.11,LHX9
chr1,197881569,197887009,alter_trans_start/end,ENST00000475727.1,ENSG00000143355.11,LHX9
chr1,197881569,197887009,alter_trans_start/end,ENST00000561173.1,ENSG00000143355.11,LHX9
chr1,197881569,197887009,alter_trans_start/end,ENST00000606127.1,ENSG00000143355.11,LHX9
chr1,197896923,197902077,alter_trans_start/end,ENST00000337020.2,ENSG00000143355.11,LHX9
chr1,197896923,197902077,alter_trans_start/end,ENST00000367387.4,ENSG00000143355.11,LHX9
chr1,197896923,197902077,alter_trans_start/end,ENST00000367390.3,ENSG00000143355.11,LHX9
chr1,197896923,197902077,alter_trans_start/end,ENST00000367391.1,ENSG00000143355.11,LHX9
chr1,197896923,197902077,alter_trans_start/end,ENST00000561173.1,ENSG00000143355.11,LHX9
chr1,201083512,201083692,intron_retention,ENST00000449188.2,ENSG00000232237.2,ASCL5
chr1,201252600,201294069,alter_trans_start/end,ENST00000263946.3,ENSG00000081277.7,PKP1
chr1,201252600,201294069,alter_trans_start/end,ENST00000352845.3,ENSG00000081277.7,PKP1
chr1,201252600,201294069,alter_trans_start/end,ENST00000367324.3,ENSG00000081277.7,PKP1
chr1,201252600,201294069,alter_trans_start/end,ENST00000475988.1,ENSG00000081277.7,PKP1
chr1,201252600,201297890,alter_trans_start/end,ENST00000263946.3,ENSG00000081277.7,PKP1
chr1,201252600,201297890,alter_trans_start/end,ENST00000352845.3,ENSG00000081277.7,PKP1
chr1,201252600,201297890,alter_trans_start/end,ENST00000367324.3,ENSG00000081277.7,PKP1
chr1,201252600,201297890,alter_trans_start/end,ENST00000475988.1,ENSG00000081277.7,PKP1
chr1,201252600,201297890,alter_trans_start/end,ENST00000477817.1,ENSG00000081277.7,PKP1
chr1,201297996,201299365,alter_trans_start/end,ENST00000263946.3,ENSG00000081277.7,PKP1
chr1,201297996,201299365,alter_trans_start/end,ENST00000367324.3,ENSG00000081277.7,PKP1
chr1,201297996,201299365,alter_trans_start/end,ENST00000477817.1,ENSG00000081277.7,PKP1
chr1,202780498,202781258,alter_trans_start/end,ENST00000417262.1,ENSG00000228288.2,PCAT6
chr1,202780498,202781258,alter_trans_start/end,ENST00000425295.1,ENSG00000228288.2,PCAT6
chr1,202780498,202781258,alter_trans_start/end,ENST00000553157.1,ENSG00000228288.2,PCAT6
chr1,203275958,203275991,intron_retention,ENST00000290551.4,ENSG00000159388.5,BTG2
chr1,203275958,203275991,intron_retention,ENST00000475157.1,ENSG00000159388.5,BTG2
chr1,204522202,204524799,intron_retention,ENST00000367182.3,ENSG00000198625.8,MDM4
chr1,204522202,204524799,intron_retention,ENST00000463049.1,ENSG00000198625.8,MDM4
chr1,204522202,204524799,intron_retention,ENST00000507825.2,ENSG00000198625.8,MDM4
chr1,20501585,20512853,alter_trans_start/end,ENST00000247992.5,ENSG00000187980.6,PLA2G2C
chr1,20501585,20512853,alter_trans_start/end,ENST00000375099.3,ENSG00000162543.5,UBXN10
chr1,20501585,20512853,alter_trans_start/end,ENST00000429261.2,ENSG00000187980.6,PLA2G2C
chr1,20501585,20512853,alter_trans_start/end,ENST00000442226.1,ENSG00000225986.1,RP3-340N1.5
chr1,20501585,20512853,alter_trans_start/end,ENST00000495760.2,ENSG00000187980.6,PLA2G2C
chr1,20881246,20882412,alter_trans_start/end,ENST00000332947.4,ENSG00000183114.6,FAM43B
chr1,209606113,209606561,intron_retention,ENST00000458250.1,ENSG00000230937.5,MIR205HG
chr1,20990698,20990882,intron_retention,ENST00000247986.2,ENSG00000117245.8,KIF17
chr1,20990698,20990882,intron_retention,ENST00000375044.1,ENSG00000117245.8,KIF17
chr1,20990698,20990882,intron_retention,ENST00000400463.3,ENSG00000117245.8,KIF17
chr1,20990698,20990882,intron_retention,ENST00000477167.1,ENSG00000117245.8,KIF17
chr1,20990698,20990882,intron_retention,ENST00000490034.1,ENSG00000117245.8,KIF17
chr1,20990698,20990882,intron_retention,ENST00000493818.1,ENSG00000117245.8,KIF17
chr1,212734165,212742819,alter_trans_start/end,ENST00000366981.4,ENSG00000162772.12,ATF3
chr1,212734165,212742819,alter_trans_start/end,ENST00000366987.2,ENSG00000162772.12,ATF3
chr1,215260021,215342542,exon_skipping,ENST00000391894.2,ENSG00000082482.9,KCNK2
chr1,215260021,215342542,exon_skipping,ENST00000391895.2,ENSG00000082482.9,KCNK2
chr1,215260021,215342542,exon_skipping,ENST00000444842.2,ENSG00000082482.9,KCNK2
chr1,215260021,215342542,exon_skipping,ENST00000457122.1,ENSG00000082482.9,KCNK2
chr1,215260021,215342542,exon_skipping,ENST00000467031.1,ENSG00000082482.9,KCNK2
chr1,215260021,215342542,exon_skipping,ENST00000470177.1,ENSG00000082482.9,KCNK2
chr1,215260021,215342542,exon_skipping,ENST00000474771.1,ENSG00000082482.9,KCNK2
chr1,215260021,215342542,exon_skipping,ENST00000478774.1,ENSG00000082482.9,KCNK2
chr1,215260021,215342542,exon_skipping,ENST00000486921.1,ENSG00000082482.9,KCNK2
chr1,215342702,215368296,exon_skipping,ENST00000391894.2,ENSG00000082482.9,KCNK2
chr1,215342702,215368296,exon_skipping,ENST00000391895.2,ENSG00000082482.9,KCNK2
chr1,215342702,215368296,exon_skipping,ENST00000444842.2,ENSG00000082482.9,KCNK2
chr1,215342702,215368296,exon_skipping,ENST00000467031.1,ENSG00000082482.9,KCNK2
chr1,215342702,215368296,exon_skipping,ENST00000470177.1,ENSG00000082482.9,KCNK2
chr1,215342702,215368296,exon_skipping,ENST00000474771.1,ENSG00000082482.9,KCNK2
chr1,215342702,215368296,exon_skipping,ENST00000486921.1,ENSG00000082482.9,KCNK2
chr1,217754080,217755122,alter_trans_start/end,ENST00000366935.3,ENSG00000092978.6,GPATCH2
chr1,217754080,217755122,alter_trans_start/end,ENST00000470014.2,ENSG00000092978.6,GPATCH2
chr1,217754080,217755122,alter_trans_start/end,ENST00000485274.1,ENSG00000092978.6,GPATCH2
chr1,221874895,221915323,alter_trans_start/end,ENST00000323825.3,ENSG00000143507.13,DUSP10
chr1,221874895,221915323,alter_trans_start/end,ENST00000366899.3,ENSG00000143507.13,DUSP10
chr1,221874895,221915323,alter_trans_start/end,ENST00000468085.1,ENSG00000143507.13,DUSP10
chr1,221874895,221915323,alter_trans_start/end,ENST00000477026.1,ENSG00000143507.13,DUSP10
chr1,221874895,221915323,alter_trans_start/end,ENST00000494642.1,ENSG00000143507.13,DUSP10
chr1,221874895,221915323,alter_trans_start/end,ENST00000544095.1,ENSG00000143507.13,DUSP10
chr1,223900928,223901558,intron_retention,ENST00000295006.5,ENSG00000162909.13,CAPN2
chr1,223900928,223901558,intron_retention,ENST00000433674.2,ENSG00000162909.13,CAPN2
chr1,223900928,223901558,intron_retention,ENST00000434648.1,ENSG00000162909.13,CAPN2
chr1,224221224,224222672,alter_trans_start/end,ENST00000414742.1,ENSG00000229930.1,RP11-504P24.5
chr1,228351154,228351851,intron_retention,ENST00000366713.1,ENSG00000203684.5,IBA57-AS1
chr1,228351154,228351851,intron_retention,ENST00000496552.1,ENSG00000203684.5,IBA57-AS1
chr1,228353431,228362393,alter_trans_start/end,ENST00000366711.3,ENSG00000181873.8,IBA57
chr1,228353431,228362393,alter_trans_start/end,ENST00000484749.1,ENSG00000181873.8,IBA57
chr1,228353431,228362393,alter_trans_start/end,ENST00000546123.1,ENSG00000181873.8,IBA57
chr1,228353431,228362823,alter_trans_start/end,ENST00000366711.3,ENSG00000181873.8,IBA57
chr1,228353431,228362823,alter_trans_start/end,ENST00000484749.1,ENSG00000181873.8,IBA57
chr1,228353431,228362823,alter_trans_start/end,ENST00000546123.1,ENSG00000181873.8,IBA57
chr1,228362311,228362393,intron_retention,ENST00000366711.3,ENSG00000181873.8,IBA57
chr1,228362311,228362393,intron_retention,ENST00000484749.1,ENSG00000181873.8,IBA57
chr1,228362311,228362393,intron_retention,ENST00000546123.1,ENSG00000181873.8,IBA57
chr1,229567052,229567741,alter_trans_start/end,ENST00000366683.2,ENSG00000143632.10,ACTA1
chr1,229567052,229567741,alter_trans_start/end,ENST00000366684.3,ENSG00000143632.10,ACTA1
chr1,232173443,232173600,intron_retention,ENST00000366637.3,ENSG00000162946.16,DISC1
chr1,232173443,232173600,intron_retention,ENST00000439617.2,ENSG00000162946.16,DISC1
chr1,232173723,232173864,intron_retention,ENST00000366637.3,ENSG00000162946.16,DISC1
chr1,232173723,232173864,intron_retention,ENST00000439617.2,ENSG00000162946.16,DISC1
chr1,232943745,232951321,alter_trans_start/end,ENST00000418460.1,ENSG00000212916.3,MAP10
chr1,23608082,23609387,intron_retention,ENST00000566551.1,ENSG00000261326.2,RP5-1057J7.6
chr1,23609606,23610488,intron_retention,ENST00000566551.1,ENSG00000261326.2,RP5-1057J7.6
chr1,23610903,23611603,intron_retention,ENST00000566551.1,ENSG00000261326.2,RP5-1057J7.6
chr1,23610903,23611603,intron_retention,ENST00000604481.1,ENSG00000261326.2,RP5-1057J7.6
chr1,23612136,23616317,alter_trans_start/end,ENST00000566551.1,ENSG00000261326.2,RP5-1057J7.6
chr1,237634651,237777346,alter_trans_start/end,ENST00000360064.6,ENSG00000198626.11,RYR2
chr1,237634651,237777346,alter_trans_start/end,ENST00000366574.2,ENSG00000198626.11,RYR2
chr1,237634651,237777346,alter_trans_start/end,ENST00000516481.1,ENSG00000252290.1,SNORA25
chr1,237634651,237777346,alter_trans_start/end,ENST00000542537.1,ENSG00000198626.11,RYR2
chr1,237656387,237777346,alter_trans_start/end,ENST00000360064.6,ENSG00000198626.11,RYR2
chr1,237656387,237777346,alter_trans_start/end,ENST00000366574.2,ENSG00000198626.11,RYR2
chr1,237656387,237777346,alter_trans_start/end,ENST00000516481.1,ENSG00000252290.1,SNORA25
chr1,237656387,237777346,alter_trans_start/end,ENST00000542537.1,ENSG00000198626.11,RYR2
chr1,237675091,237777346,alter_trans_start/end,ENST00000360064.6,ENSG00000198626.11,RYR2
chr1,237675091,237777346,alter_trans_start/end,ENST00000366574.2,ENSG00000198626.11,RYR2
chr1,237675091,237777346,alter_trans_start/end,ENST00000516481.1,ENSG00000252290.1,SNORA25
chr1,237675091,237777346,alter_trans_start/end,ENST00000542537.1,ENSG00000198626.11,RYR2
chr1,241884178,241892037,alter_trans_start/end,ENST00000366552.2,ENSG00000162843.13,WDR64
chr1,241884178,241892037,alter_trans_start/end,ENST00000414635.1,ENSG00000162843.13,WDR64
chr1,241884178,241892037,alter_trans_start/end,ENST00000437684.2,ENSG00000162843.13,WDR64
chr1,241884178,241892037,alter_trans_start/end,ENST00000468967.2,ENSG00000162843.13,WDR64
chr1,245809424,245847592,alter_trans_start/end,ENST00000366518.4,ENSG00000162849.11,KIF26B
chr1,245809424,245847592,alter_trans_start/end,ENST00000407071.2,ENSG00000162849.11,KIF26B
chr1,245809424,245847592,alter_trans_start/end,ENST00000414565.1,ENSG00000231612.1,RP11-522M21.3
chr1,245809424,245847592,alter_trans_start/end,ENST00000483253.1,ENSG00000162849.11,KIF26B
chr1,248882108,248885307,alter_trans_start/end,ENST00000425108.1,ENSG00000242529.1,AHCYP8
chr1,248882108,248885307,alter_trans_start/end,ENST00000436484.1,ENSG00000232694.2,XX-CR54.3
chr1,26364492,26366268,alter_trans_start/end,ENST00000374276.3,ENSG00000158014.10,SLC30A2
chr1,26364492,26366268,alter_trans_start/end,ENST00000374278.3,ENSG00000158014.10,SLC30A2
chr1,27306856,27306911,intron_retention,ENST00000310055.5,ENSG00000172746.6,RP11-344H11.4
chr1,31297070,31302595,alter_trans_start/end,ENST00000430320.3,ENSG00000223382.3,RP1-65J11.1
chr1,31297070,31302595,alter_trans_start/end,ENST00000438790.1,ENSG00000223382.3,RP1-65J11.1
chr1,3386925,3387291,exon_skipping,ENST00000378371.2,ENSG00000130762.10,ARHGEF16
chr1,3386925,3387291,exon_skipping,ENST00000378373.1,ENSG00000130762.10,ARHGEF16
chr1,3386925,3387291,exon_skipping,ENST00000378378.4,ENSG00000130762.10,ARHGEF16
chr1,3386925,3387291,exon_skipping,ENST00000445297.1,ENSG00000130762.10,ARHGEF16
chr1,3387040,3387093,intron_retention,ENST00000378371.2,ENSG00000130762.10,ARHGEF16
chr1,3387040,3387093,intron_retention,ENST00000378373.1,ENSG00000130762.10,ARHGEF16
chr1,3387040,3387093,intron_retention,ENST00000378378.4,ENSG00000130762.10,ARHGEF16
chr1,3387040,3387093,intron_retention,ENST00000445297.1,ENSG00000130762.10,ARHGEF16
chr1,3387204,3387239,intron_retention,ENST00000378371.2,ENSG00000130762.10,ARHGEF16
chr1,3387204,3387239,intron_retention,ENST00000378373.1,ENSG00000130762.10,ARHGEF16
chr1,3387204,3387239,intron_retention,ENST00000378378.4,ENSG00000130762.10,ARHGEF16
chr1,3387204,3387239,intron_retention,ENST00000445297.1,ENSG00000130762.10,ARHGEF16
chr1,36531485,36531944,intron_retention,ENST00000373191.4,ENSG00000126070.14,AGO3
chr1,43857471,43859694,alter_trans_start/end,ENST00000310739.4,ENSG00000198198.9,SZT2
chr1,43857471,43859694,alter_trans_start/end,ENST00000357658.3,ENSG00000198198.9,SZT2
chr1,43857471,43859694,alter_trans_start/end,ENST00000372450.4,ENSG00000198198.9,SZT2
chr1,43857471,43859694,alter_trans_start/end,ENST00000406439.2,ENSG00000198198.9,SZT2
chr1,43857471,43859694,alter_trans_start/end,ENST00000562955.1,ENSG00000198198.9,SZT2
chr1,44401388,44401765,exon_skipping,ENST00000372354.3,ENSG00000117407.12,ARTN
chr1,44401388,44401765,exon_skipping,ENST00000372359.5,ENSG00000117407.12,ARTN
chr1,44401388,44401765,exon_skipping,ENST00000414809.3,ENSG00000117407.12,ARTN
chr1,44401388,44401765,exon_skipping,ENST00000438616.3,ENSG00000117407.12,ARTN
chr1,44401388,44401765,exon_skipping,ENST00000471394.2,ENSG00000117407.12,ARTN
chr1,44401388,44401765,exon_skipping,ENST00000472435.1,ENSG00000117407.12,ARTN
chr1,44401388,44401765,exon_skipping,ENST00000474592.1,ENSG00000117407.12,ARTN
chr1,44401388,44401765,exon_skipping,ENST00000477048.1,ENSG00000117407.12,ARTN
chr1,44401388,44401765,exon_skipping,ENST00000479128.1,ENSG00000117407.12,ARTN
chr1,44401388,44401765,exon_skipping,ENST00000491846.1,ENSG00000117407.12,ARTN
chr1,44401388,44401765,exon_skipping,ENST00000498139.2,ENSG00000117407.12,ARTN
chr1,44401388,44401974,exon_skipping,ENST00000372354.3,ENSG00000117407.12,ARTN
chr1,44401388,44401974,exon_skipping,ENST00000372359.5,ENSG00000117407.12,ARTN
chr1,44401388,44401974,exon_skipping,ENST00000414809.3,ENSG00000117407.12,ARTN
chr1,44401388,44401974,exon_skipping,ENST00000438616.3,ENSG00000117407.12,ARTN
chr1,44401388,44401974,exon_skipping,ENST00000471394.2,ENSG00000117407.12,ARTN
chr1,44401388,44401974,exon_skipping,ENST00000472435.1,ENSG00000117407.12,ARTN
chr1,44401388,44401974,exon_skipping,ENST00000474592.1,ENSG00000117407.12,ARTN
chr1,44401388,44401974,exon_skipping,ENST00000477048.1,ENSG00000117407.12,ARTN
chr1,44401388,44401974,exon_skipping,ENST00000479128.1,ENSG00000117407.12,ARTN
